# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -3275 5 110 64769 555568 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/lt.js
DUPTYPE_FIRST_OCCURRENCE 3271 3 112 64769 556864 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/eq.js
DUPTYPE_WITHIN_SAME_TREE -3271 5 112 64769 554965 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/eq.js
DUPTYPE_FIRST_OCCURRENCE 3273 3 113 64769 556869 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/gte.js
DUPTYPE_WITHIN_SAME_TREE -3273 5 113 64769 555094 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/gte.js
DUPTYPE_FIRST_OCCURRENCE 3276 3 113 64769 556888 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/lte.js
DUPTYPE_WITHIN_SAME_TREE -3276 5 113 64769 555569 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/lte.js
DUPTYPE_FIRST_OCCURRENCE 3279 3 114 64769 556903 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/neq.js
DUPTYPE_WITHIN_SAME_TREE -3279 5 114 64769 555625 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/neq.js
DUPTYPE_FIRST_OCCURRENCE 430 2 116 64769 537514 3 /var/www/knoxxaibot_v1/node_modules/es-set-tostringtag/tsconfig.json
DUPTYPE_WITHIN_SAME_TREE -430 2 116 64769 537425 3 /var/www/knoxxaibot_v1/node_modules/gopd/tsconfig.json
DUPTYPE_WITHIN_SAME_TREE -430 2 116 64769 530019 3 /var/www/knoxxaibot_v1/node_modules/side-channel-list/tsconfig.json
DUPTYPE_WITHIN_SAME_TREE -430 2 116 64769 537277 3 /var/www/knoxxaibot_v1/node_modules/side-channel/tsconfig.json
DUPTYPE_WITHIN_SAME_TREE -430 2 116 64769 536867 3 /var/www/knoxxaibot_v1/node_modules/side-channel-weakmap/tsconfig.json
DUPTYPE_WITHIN_SAME_TREE -430 2 116 64769 537552 3 /var/www/knoxxaibot_v1/node_modules/side-channel-map/tsconfig.json
DUPTYPE_FIRST_OCCURRENCE 3268 3 118 64769 556858 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/compare-loose.js
DUPTYPE_WITHIN_SAME_TREE -3268 5 118 64769 554805 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/compare-loose.js
DUPTYPE_FIRST_OCCURRENCE 3283 3 118 64769 556927 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/rcompare.js
DUPTYPE_WITHIN_SAME_TREE -3283 5 118 64769 555805 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/rcompare.js
DUPTYPE_FIRST_OCCURRENCE 4842 4 120 64769 555865 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/just-diff-apply/rollup.config.js
DUPTYPE_WITHIN_SAME_TREE -4842 4 120 64769 555866 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/just-diff/rollup.config.js
DUPTYPE_FIRST_OCCURRENCE 3278 3 122 64769 556902 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/minor.js
DUPTYPE_WITHIN_SAME_TREE -3278 5 122 64769 555595 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/minor.js
DUPTYPE_FIRST_OCCURRENCE 3277 3 122 64769 556892 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/major.js
DUPTYPE_WITHIN_SAME_TREE -3277 5 122 64769 555575 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/major.js
DUPTYPE_FIRST_OCCURRENCE 3281 3 122 64769 556914 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/patch.js
DUPTYPE_WITHIN_SAME_TREE -3281 5 122 64769 555727 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/patch.js
DUPTYPE_FIRST_OCCURRENCE 1975 2 123 64769 537120 3 /var/www/knoxxaibot_v1/node_modules/util-deprecate/node.js
DUPTYPE_WITHIN_SAME_TREE -1975 4 123 64769 555639 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/util-deprecate/node.js
DUPTYPE_FIRST_OCCURRENCE 3261 3 129 64769 556876 3 /var/www/knoxxaibot_v1/node_modules/semver/classes/index.js
DUPTYPE_WITHIN_SAME_TREE -3261 5 129 64769 555419 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/classes/index.js
DUPTYPE_FIRST_OCCURRENCE 245 2 138 64769 536800 3 /var/www/knoxxaibot_v1/node_modules/call-bound/.eslintrc
DUPTYPE_WITHIN_SAME_TREE -245 2 138 64769 537510 3 /var/www/knoxxaibot_v1/node_modules/es-set-tostringtag/.eslintrc
DUPTYPE_FIRST_OCCURRENCE 227 2 139 64769 530058 3 /var/www/knoxxaibot_v1/node_modules/call-bind-apply-helpers/.nycrc
DUPTYPE_WITHIN_SAME_TREE -227 2 139 64769 530227 3 /var/www/knoxxaibot_v1/node_modules/es-define-property/.nycrc
DUPTYPE_WITHIN_SAME_TREE -227 2 139 64769 536766 3 /var/www/knoxxaibot_v1/node_modules/get-intrinsic/.nycrc
DUPTYPE_WITHIN_SAME_TREE -227 2 139 64769 536805 3 /var/www/knoxxaibot_v1/node_modules/call-bound/.nycrc
DUPTYPE_WITHIN_SAME_TREE -227 2 139 64769 537515 3 /var/www/knoxxaibot_v1/node_modules/es-set-tostringtag/.nycrc
DUPTYPE_WITHIN_SAME_TREE -227 2 139 64769 537132 3 /var/www/knoxxaibot_v1/node_modules/has-symbols/.nycrc
DUPTYPE_WITHIN_SAME_TREE -227 2 139 64769 537363 3 /var/www/knoxxaibot_v1/node_modules/get-proto/.nycrc
DUPTYPE_FIRST_OCCURRENCE 4111 4 140 64769 541415 3 /var/www/knoxxaibot_v1/node_modules/express-session/node_modules/debug/.travis.yml
DUPTYPE_WITHIN_SAME_TREE -4111 4 140 64769 540495 3 /var/www/knoxxaibot_v1/node_modules/morgan/node_modules/debug/.travis.yml
DUPTYPE_FIRST_OCCURRENCE 5033 4 143 64769 555431 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/spdx-expression-parse/index.js
DUPTYPE_WITHIN_SAME_TREE -5033 6 143 64769 555430 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/spdx-correct/node_modules/spdx-expression-parse/index.js
DUPTYPE_WITHIN_SAME_TREE -5033 6 143 64769 555459 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/validate-npm-package-license/node_modules/spdx-expression-parse/index.js
DUPTYPE_FIRST_OCCURRENCE 1772 2 145 64769 530016 3 /var/www/knoxxaibot_v1/node_modules/side-channel-list/.editorconfig
DUPTYPE_WITHIN_SAME_TREE -1772 2 145 64769 537274 3 /var/www/knoxxaibot_v1/node_modules/side-channel/.editorconfig
DUPTYPE_WITHIN_SAME_TREE -1772 2 145 64769 537549 3 /var/www/knoxxaibot_v1/node_modules/side-channel-map/.editorconfig
DUPTYPE_WITHIN_SAME_TREE -1772 2 145 64769 536864 3 /var/www/knoxxaibot_v1/node_modules/side-channel-weakmap/.editorconfig
DUPTYPE_FIRST_OCCURRENCE 3286 3 147 64769 556955 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/sort.js
DUPTYPE_WITHIN_SAME_TREE -3286 5 147 64769 555934 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/sort.js
DUPTYPE_FIRST_OCCURRENCE 3284 3 149 64769 556935 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/rsort.js
DUPTYPE_WITHIN_SAME_TREE -3284 5 149 64769 555871 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/rsort.js
DUPTYPE_FIRST_OCCURRENCE 5051 4 154 64769 555437 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/strip-ansi-cjs/index.js
DUPTYPE_WITHIN_SAME_TREE -5051 4 154 64769 555438 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/strip-ansi/index.js
DUPTYPE_FIRST_OCCURRENCE 7689 8 154 64769 556492 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/mjs/path-arg.d.ts.map
DUPTYPE_WITHIN_SAME_TREE -7689 8 154 64769 556494 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/mjs/path-arg.d.ts.map
DUPTYPE_FIRST_OCCURRENCE 3269 3 156 64769 556859 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/compare.js
DUPTYPE_WITHIN_SAME_TREE -3269 5 156 64769 554806 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/compare.js
DUPTYPE_FIRST_OCCURRENCE 7940 9 157 64769 556491 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/cjs/src/path-arg.d.ts.map
DUPTYPE_WITHIN_SAME_TREE -7940 9 157 64769 556493 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/cjs/src/path-arg.d.ts.map
DUPTYPE_FIRST_OCCURRENCE 3287 3 162 64769 556964 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/valid.js
DUPTYPE_WITHIN_SAME_TREE -3287 5 162 64769 556085 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/valid.js
DUPTYPE_FIRST_OCCURRENCE 4109 4 180 64769 541408 3 /var/www/knoxxaibot_v1/node_modules/express-session/node_modules/debug/.eslintrc
DUPTYPE_WITHIN_SAME_TREE -4109 4 180 64769 540488 3 /var/www/knoxxaibot_v1/node_modules/morgan/node_modules/debug/.eslintrc
DUPTYPE_FIRST_OCCURRENCE 1773 2 185 64769 530013 3 /var/www/knoxxaibot_v1/node_modules/side-channel-list/.eslintrc
DUPTYPE_WITHIN_SAME_TREE -1773 2 185 64769 537548 3 /var/www/knoxxaibot_v1/node_modules/side-channel-map/.eslintrc
DUPTYPE_FIRST_OCCURRENCE 1468 2 189 64769 537692 3 /var/www/knoxxaibot_v1/node_modules/mime-db/index.js
DUPTYPE_WITHIN_SAME_TREE -1468 4 189 64769 540438 3 /var/www/knoxxaibot_v1/node_modules/form-data/node_modules/mime-db/index.js
DUPTYPE_FIRST_OCCURRENCE 3264 3 191 64769 556839 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/clean.js
DUPTYPE_WITHIN_SAME_TREE -3264 5 191 64769 554773 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/clean.js
DUPTYPE_FIRST_OCCURRENCE 5031 4 203 64769 554020 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/spdx-expression-parse/AUTHORS
DUPTYPE_WITHIN_SAME_TREE -5031 6 203 64769 554018 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/spdx-correct/node_modules/spdx-expression-parse/AUTHORS
DUPTYPE_WITHIN_SAME_TREE -5031 6 203 64769 554024 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/validate-npm-package-license/node_modules/spdx-expression-parse/AUTHORS
DUPTYPE_FIRST_OCCURRENCE 1794 2 203 64769 536862 3 /var/www/knoxxaibot_v1/node_modules/side-channel-weakmap/.eslintrc
DUPTYPE_WITHIN_SAME_TREE -1794 2 203 64769 537272 3 /var/www/knoxxaibot_v1/node_modules/side-channel/.eslintrc
DUPTYPE_FIRST_OCCURRENCE 3253 3 208 64769 538478 3 /var/www/knoxxaibot_v1/node_modules/retry/test/common.js
DUPTYPE_WITHIN_SAME_TREE -3253 5 208 64769 554801 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/retry/test/common.js
DUPTYPE_FIRST_OCCURRENCE 3295 3 210 64769 556881 3 /var/www/knoxxaibot_v1/node_modules/semver/ranges/intersects.js
DUPTYPE_WITHIN_SAME_TREE -3295 5 210 64769 555502 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/ranges/intersects.js
DUPTYPE_FIRST_OCCURRENCE 3296 3 213 64769 556889 3 /var/www/knoxxaibot_v1/node_modules/semver/ranges/ltr.js
DUPTYPE_WITHIN_SAME_TREE -3296 5 213 64769 555570 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/ranges/ltr.js
DUPTYPE_FIRST_OCCURRENCE 355 2 216 64769 536836 3 /var/www/knoxxaibot_v1/node_modules/dunder-proto/.nycrc
DUPTYPE_WITHIN_SAME_TREE -355 2 216 64769 537278 3 /var/www/knoxxaibot_v1/node_modules/side-channel/.nycrc
DUPTYPE_WITHIN_SAME_TREE -355 2 216 64769 529937 3 /var/www/knoxxaibot_v1/node_modules/has-tostringtag/.nycrc
DUPTYPE_WITHIN_SAME_TREE -355 2 216 64769 536868 3 /var/www/knoxxaibot_v1/node_modules/side-channel-weakmap/.nycrc
DUPTYPE_WITHIN_SAME_TREE -355 2 216 64769 537553 3 /var/www/knoxxaibot_v1/node_modules/side-channel-map/.nycrc
DUPTYPE_WITHIN_SAME_TREE -355 2 216 64769 530160 3 /var/www/knoxxaibot_v1/node_modules/function-bind/.nycrc
DUPTYPE_WITHIN_SAME_TREE -355 2 216 64769 530020 3 /var/www/knoxxaibot_v1/node_modules/side-channel-list/.nycrc
DUPTYPE_WITHIN_SAME_TREE -355 2 216 64769 536849 3 /var/www/knoxxaibot_v1/node_modules/hasown/.nycrc
DUPTYPE_FIRST_OCCURRENCE 3294 3 217 64769 556873 3 /var/www/knoxxaibot_v1/node_modules/semver/ranges/gtr.js
DUPTYPE_WITHIN_SAME_TREE -3294 5 217 64769 555096 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/ranges/gtr.js
DUPTYPE_FIRST_OCCURRENCE 3282 3 220 64769 556918 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/prerelease.js
DUPTYPE_WITHIN_SAME_TREE -3282 5 220 64769 555764 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/prerelease.js
DUPTYPE_FIRST_OCCURRENCE 4000 4 223 64769 540165 3 /var/www/knoxxaibot_v1/node_modules/@dabh/diagnostics/browser/index.js
DUPTYPE_WITHIN_SAME_TREE -4000 4 223 64769 540170 3 /var/www/knoxxaibot_v1/node_modules/@dabh/diagnostics/node/index.js
DUPTYPE_FIRST_OCCURRENCE 3289 3 226 64769 556862 3 /var/www/knoxxaibot_v1/node_modules/semver/internal/debug.js
DUPTYPE_WITHIN_SAME_TREE -3289 5 226 64769 554885 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/internal/debug.js
DUPTYPE_FIRST_OCCURRENCE 408 2 229 64769 537699 3 /var/www/knoxxaibot_v1/node_modules/es-object-atoms/.eslintrc
DUPTYPE_WITHIN_SAME_TREE -408 2 229 64769 529902 3 /var/www/knoxxaibot_v1/node_modules/math-intrinsics/.eslintrc
DUPTYPE_FIRST_OCCURRENCE 3285 3 233 64769 556937 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/satisfies.js
DUPTYPE_WITHIN_SAME_TREE -3285 5 233 64769 555879 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/satisfies.js
DUPTYPE_FIRST_OCCURRENCE 7060 6 246 64769 556447 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/glob/dist/commonjs/has-magic.d.ts.map
DUPTYPE_WITHIN_SAME_TREE -7060 6 246 64769 556448 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/glob/dist/esm/has-magic.d.ts.map
DUPTYPE_FIRST_OCCURRENCE 7693 8 251 64769 556508 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/mjs/use-native.d.ts.map
DUPTYPE_WITHIN_SAME_TREE -7693 8 251 64769 556510 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/mjs/use-native.d.ts.map
DUPTYPE_FIRST_OCCURRENCE 7944 9 254 64769 556507 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/cjs/src/use-native.d.ts.map
DUPTYPE_WITHIN_SAME_TREE -7944 9 254 64769 556509 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/cjs/src/use-native.d.ts.map
DUPTYPE_FIRST_OCCURRENCE 5728 5 263 64769 542741 3 /var/www/knoxxaibot_v1/node_modules/express-session/node_modules/debug/src/index.js
DUPTYPE_WITHIN_SAME_TREE -5728 5 263 64769 541978 3 /var/www/knoxxaibot_v1/node_modules/morgan/node_modules/debug/src/index.js
DUPTYPE_FIRST_OCCURRENCE 3267 3 267 64769 556857 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/compare-build.js
DUPTYPE_WITHIN_SAME_TREE -3267 5 267 64769 554804 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/compare-build.js
DUPTYPE_FIRST_OCCURRENCE 3303 3 268 64769 556962 3 /var/www/knoxxaibot_v1/node_modules/semver/ranges/to-comparators.js
DUPTYPE_WITHIN_SAME_TREE -3303 5 268 64769 556009 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/ranges/to-comparators.js
DUPTYPE_FIRST_OCCURRENCE 7692 8 278 64769 556810 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/mjs/use-native.d.ts
DUPTYPE_WITHIN_SAME_TREE -7692 9 278 64769 556809 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/cjs/src/use-native.d.ts
DUPTYPE_WITHIN_SAME_TREE -7692 9 278 64769 556811 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/cjs/src/use-native.d.ts
DUPTYPE_WITHIN_SAME_TREE -7692 8 278 64769 556812 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/mjs/use-native.d.ts
DUPTYPE_FIRST_OCCURRENCE 1971 2 282 64769 537118 3 /var/www/knoxxaibot_v1/node_modules/util-deprecate/History.md
DUPTYPE_WITHIN_SAME_TREE -1971 4 282 64769 556549 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/util-deprecate/History.md
DUPTYPE_FIRST_OCCURRENCE 7727 8 310 64769 554871 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/tar/dist/esm/cwd-error.js
DUPTYPE_WITHIN_SAME_TREE -7727 8 310 64769 554873 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/tar/dist/esm/cwd-error.js
DUPTYPE_FIRST_OCCURRENCE 1709 2 312 64769 530036 3 /var/www/knoxxaibot_v1/node_modules/retry/Makefile
DUPTYPE_WITHIN_SAME_TREE -1709 4 312 64769 554385 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/retry/Makefile
DUPTYPE_FIRST_OCCURRENCE 3304 3 312 64769 556967 3 /var/www/knoxxaibot_v1/node_modules/semver/ranges/valid.js
DUPTYPE_WITHIN_SAME_TREE -3304 5 312 64769 556086 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/ranges/valid.js
DUPTYPE_FIRST_OCCURRENCE 2206 3 314 64769 539854 3 /var/www/knoxxaibot_v1/node_modules/debug/src/index.js
DUPTYPE_WITHIN_SAME_TREE -2206 5 314 64769 555247 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/debug/src/index.js
DUPTYPE_FIRST_OCCURRENCE 3280 3 317 64769 556911 3 /var/www/knoxxaibot_v1/node_modules/semver/functions/parse.js
DUPTYPE_WITHIN_SAME_TREE -3280 5 317 64769 555720 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/functions/parse.js
DUPTYPE_FIRST_OCCURRENCE 4116 4 321 64769 541410 3 /var/www/knoxxaibot_v1/node_modules/express-session/node_modules/debug/component.json
DUPTYPE_WITHIN_SAME_TREE -4116 4 321 64769 540490 3 /var/www/knoxxaibot_v1/node_modules/morgan/node_modules/debug/component.json
DUPTYPE_FIRST_OCCURRENCE 3292 3 324 64769 556907 3 /var/www/knoxxaibot_v1/node_modules/semver/internal/parse-options.js
DUPTYPE_WITHIN_SAME_TREE -3292 5 324 64769 555710 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/internal/parse-options.js
DUPTYPE_FIRST_OCCURRENCE 7668 8 325 64769 556436 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/mjs/find-made.d.ts.map
DUPTYPE_WITHIN_SAME_TREE -7668 8 325 64769 556438 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/mjs/find-made.d.ts.map
DUPTYPE_FIRST_OCCURRENCE 7920 9 328 64769 556435 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/cjs/src/find-made.d.ts.map
DUPTYPE_WITHIN_SAME_TREE -7920 9 328 64769 556437 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/cjs/src/find-made.d.ts.map
DUPTYPE_FIRST_OCCURRENCE 3000 3 333 64769 557098 3 /var/www/knoxxaibot_v1/node_modules/openai/_shims/manual-types.d.ts
DUPTYPE_WITHIN_SAME_TREE -3000 4 333 64769 557767 3 /var/www/knoxxaibot_v1/node_modules/openai/src/_shims/manual-types.d.ts
DUPTYPE_FIRST_OCCURRENCE 7667 8 337 64769 556774 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/mjs/find-made.d.ts
DUPTYPE_WITHIN_SAME_TREE -7667 9 337 64769 556775 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/cjs/src/find-made.d.ts
DUPTYPE_WITHIN_SAME_TREE -7667 8 337 64769 556776 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/mjs/find-made.d.ts
DUPTYPE_WITHIN_SAME_TREE -7667 9 337 64769 556773 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/cjs/src/find-made.d.ts
DUPTYPE_FIRST_OCCURRENCE 5729 5 373 64769 542742 3 /var/www/knoxxaibot_v1/node_modules/express-session/node_modules/debug/src/inspector-log.js
DUPTYPE_WITHIN_SAME_TREE -5729 5 373 64769 541979 3 /var/www/knoxxaibot_v1/node_modules/morgan/node_modules/debug/src/inspector-log.js
DUPTYPE_FIRST_OCCURRENCE 7749 8 390 64769 555964 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/tar/dist/esm/symlink-error.js
DUPTYPE_WITHIN_SAME_TREE -7749 8 390 64769 555966 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/tar/dist/esm/symlink-error.js
DUPTYPE_FIRST_OCCURRENCE 7680 8 391 64769 556476 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/mjs/mkdirp-native.d.ts.map
DUPTYPE_WITHIN_SAME_TREE -7680 8 391 64769 556478 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/mjs/mkdirp-native.d.ts.map
DUPTYPE_FIRST_OCCURRENCE 7932 9 394 64769 556475 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/cjs/src/mkdirp-native.d.ts.map
DUPTYPE_WITHIN_SAME_TREE -7932 9 394 64769 556477 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/cjs/src/mkdirp-native.d.ts.map
DUPTYPE_FIRST_OCCURRENCE 7679 8 401 64769 556794 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/mjs/mkdirp-native.d.ts
DUPTYPE_WITHIN_SAME_TREE -7679 8 401 64769 556796 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/mjs/mkdirp-native.d.ts
DUPTYPE_WITHIN_SAME_TREE -7679 9 401 64769 556795 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/mkdirp/dist/cjs/src/mkdirp-native.d.ts
DUPTYPE_WITHIN_SAME_TREE -7679 9 401 64769 556793 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/mkdirp/dist/cjs/src/mkdirp-native.d.ts
DUPTYPE_FIRST_OCCURRENCE 3290 3 410 64769 556874 3 /var/www/knoxxaibot_v1/node_modules/semver/internal/identifiers.js
DUPTYPE_WITHIN_SAME_TREE -3290 5 410 64769 555121 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/semver/internal/identifiers.js
DUPTYPE_FIRST_OCCURRENCE 3334 3 429 64769 539422 3 /var/www/knoxxaibot_v1/node_modules/sprintf-js/dist/angular-sprintf.min.js.map
DUPTYPE_WITHIN_SAME_TREE -3334 3 429 64769 539425 3 /var/www/knoxxaibot_v1/node_modules/sprintf-js/dist/angular-sprintf.min.map
DUPTYPE_FIRST_OCCURRENCE 2998 3 435 64769 557094 3 /var/www/knoxxaibot_v1/node_modules/openai/_shims/index.js
DUPTYPE_WITHIN_SAME_TREE -2998 4 435 64769 557765 3 /var/www/knoxxaibot_v1/node_modules/openai/src/_shims/index.js
DUPTYPE_FIRST_OCCURRENCE 7697 8 436 64769 554870 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/cacache/node_modules/tar/dist/commonjs/cwd-error.js
DUPTYPE_WITHIN_SAME_TREE -7697 8 436 64769 554872 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/node-gyp/node_modules/tar/dist/commonjs/cwd-error.js
DUPTYPE_FIRST_OCCURRENCE 4224 4 442 64769 540557 3 /var/www/knoxxaibot_v1/node_modules/formdata-node/lib/esm/isPlainObject.js
DUPTYPE_WITHIN_SAME_TREE -4224 5 442 64769 541967 3 /var/www/knoxxaibot_v1/node_modules/form-data-encoder/lib/esm/util/isPlainObject.js
DUPTYPE_FIRST_OCCURRENCE 2914 3 448 64769 538261 3 /var/www/knoxxaibot_v1/node_modules/node-domexception/.history/index_20210527211248.js
DUPTYPE_WITHIN_SAME_TREE -2914 3 448 64769 538272 3 /var/www/knoxxaibot_v1/node_modules/node-domexception/.history/index_20210527212746.js
DUPTYPE_FIRST_OCCURRENCE 7317 6 458 64769 555477 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/wrap-ansi/node_modules/ansi-regex/index.js
DUPTYPE_WITHIN_SAME_TREE -7317 7 458 64769 555134 3 /var/www/knoxxaibot_v1/node_modules/npm/node_modules/@isaacs/cliui/node_modules/ansi-regex/index.js
DUPTYPE_FIRST_OCCURRENCE 5645 4 460 64769 540256 3 /var/www/knoxxaibot_v1/node_modules/winston-transport/node_modules/readable-stream/experimentalWarning.js
DUPTYPE_WITHIN_SAME_TREE -5645 4 460 64769 541450 3 /var/www/knoxxaibot_v1/node_modules/winston/node_modules/readable-stream/experimentalWarning.js
DUPTYPE_FIRST_OCCURRENCE 1511 2 461 64769 529854 3 /var/www/knoxxaibot_v1/node_modules/node-domexception/index.js
DUPTYPE_WITHIN_SAME_TREE -1511 3 461 64769 538248 3 /var/www/knoxxaibot_v1/node_modules/node-domexception/.history/index_20210527214700.js
DUPTYPE_WITHIN_SAME_TREE -1511 3 461 64769 538258 3 /var/www/knoxxaibot_v1/node_modules/node-domexception/.history/index_20210527214034.js
